word,moe_level
range,2
raw,2
razor,2
recipe,2
recite,2
region,2
regional,2
regulate,2
reject,2
relation,2
relaxation,2
relevant,2
relief,2
relieve,2
reside,2
resource,2
restrict,2
reunion,2
revelation,2
revenge,2
reverse,2
revolutionary,2
ribbon,2
rid,2
riot,2
sandal,2
satisfaction,2
satisfactory,2
sausage,2
scandal,2
scarce,2
scatter,2
secure,2
seek,2
select,2
serving,2
setting,2
shade,2
shadow,2
shallow,2
site,2
skeleton,2
sketch,2
skilled,2
slam,2
slang,2
sleeve,2
sorrowful,2
spacious,2
sparrow,2
spear,2
specimen,2
spot,2
statistical,2
steep,2
stir,2
stitch,2
stock,2
strategic,2
strategy,2
successive,2
successor,2
sue,2
suffer,2
sufficient,2
suffocate,2
suggestion,2
superstitious,2
survey,2
tale,2
tap,2
taxicabtaxicab,2
technical,2
technician,2
technology,2
tedious,2
text,2
thrust,2
tick,2
tobacco,2
tradition,2
transfer,2
tricky,2
trim,2
triple,2
troublesome,2
trout,2
trunk,2
tug,2
valuable,2
vigor,2
waiterwaitress,2
warrant,2
wary,2
wax,2
weaken,2
woods,2
wool,2
yam,2
abandon,3
aboard,3
absolute,3
absorb,3
abuse,3
academic,3
accent,3
acceptable,3
acceptance,3
accepted,3
accidental,3
accommodate,3
accommodation,3
accompany,3
accomplish,3
accord,3
account,3
accountant,3
accuse,3
achievement,3
acid,3
acquaintance,3
acquisition,3
acre,3
activist,3
actual,3
adapt,3
additional,3
adjective,3
administration,3
admirable,3
admiration,3
admission,3
advanced,3
advertise,3
advertize,3
adviser,3
advisor,3
affection,3
affiliate,3
afford,3
afterward,3
aged,3
agency,3
agent,3
agony,3
air-conditioned,3
airmail,3
alcohol,3
alcoholic,3
alert,3
alley,3
allowance,3
alongside,3
alternative,3
altitude,3
aluminium,3
amateur,3
amaze,3
ambassador,3
ambition,3
ambitious,3
amid,3
amuse,3
amusement,3
analysis,3
analyst,3
analyze,3
ancestor,3
angle,3
anniversary,3
announce,3
announcement,3
announcer,3
annoy,3
anxiety,3
anxious,3
anyhow,3
anywhereanyplace,3
apart,3
ape,3
apology,3
app,3
appeal,3
appetite,3
applaud,3
applause,3
applicable,3
applicant,3
application,3
appoint,3
appointment,3
appreciation,3
approve,3
apron,3
aquarium,3
arch,3
architect,3
architecture,3
argument,3
arise,3
arithmetic,3
arouse,3
arrangement,3
arrival,3
arrow,3
artificial,3
artistic,3
ascend,3
ash,3
ashamed,3
aside,3
aspirin,3
assassinate,3
assembly,3
asset,3
associate,3
association,3
assurance,3
assure,3
astonish,3
astronaut,3
athlete,3
athletic,3
atmosphere,3
atom,3
atomic,3
attempt,3
attract,3
attraction,3
attractive,3
auction,3
audio,3
authentic,3
auto,3
automobile,3
auxiliary,3
awake,3
aware,3
awhile,3
ax,3
background,3
bacon,3
bacteria,3
baggage,3
baggy,3
bait,3
balance,3
bald,3
ballet,3
bamboo,3
ban,3
band-aid,3
bandage,3
bang,3
banking,3
bankrupt,3
barbershop,3
bare,3
barely,3
bargain,3
barn,3
barrel,3
barrier,3
basin,3
battery,3
battle,3
bay,3
bc,3
bead,3
beak,3
beam,3
beast,3
beauty,3
bedtime,3
beetle,3
beggar,3
being,3
believable,3
belly,3
beloved,3
bend,3
beneath,3
berry,3
bet,3
bible,3
bid,3
billion,3
bin,3
bind,3
bingo,3
biography,3
birth,3
biscuit,3
bleed,3
blend,3
bless,3
blessing,3
blink,3
blond,3
blonde,3
bloody,3
bloom,3
blossom,3
blush,3
boast,3
bold,3
bony,3
booking,3
booklet,3
bookshelf,3
boot,3
border,3
bore,3
bounce,3
bound,3
boycott,3
boyfriend,3
bra,3
bracelet,3
brand-new,3
brass,3
brassiere,3
breadth,3
breakthrough,3
breakup,3
breed,3
breeze,3
bribe,3
bride,3
bridegroom,3
briefcase,3
brilliant,3
broke,3
brook,3
broom,3
brownie,3
browse,3
brutal,3
bubble,3
bud,3
budget,3
buffalo,3
bull,3
bullet,3
bulletin,3
bump,3
bunch,3
burden,3
bureau,3
burglar,3
bury,3
bush,3
butcher,3
buzz,3
cabin,3
calcium,3
calculate,3
campaign,3
cane,3
canvas,3
capital,3
capitalism,3
caption,3
capture,3
carbon,3
cargo,3
carpenter,3
carriage,3
cart,3
carve,3
cashier,3
cast,3
casual,3
casualty,3
catalog,3
caterpillar,3
cattle,3
cave,3
cease,3
celebration,3
cement,3
ceremony,3
certificate,3
cetera,3
chain,3
chamber,3
champion,3
championship,3
changeable,3
characteristic,3
charm,3
check-in,3
checkout,3
checkup,3
chemist,3
cherish,3
chest,3
chew,3
chick,3
childbirth,3
chill,3
chilly,3
chimney,3
chip,3
choke,3
chop,3
chore,3
chorus,3
christ,3
christian,3
cigar,3
cigarette,3
cinema,3
circular,3
circulate,3
circulation,3
circumstance,3
circus,3
civilian,3
civilization,3
civilize,3
clarify,3
clash,3
classification,3
classify,3
claw,3
clay,3
cleaner,3
client,3
cliff,3
climax,3
climber,3
clinic,3
clip,3
cloth,3
clothe,3
clothing,3
cloud,3
clown,3
clue,3
clumsy,3
coal,3
coarse,3
cock,3
cocktail,3
cocoa,3
coconut,3
coffin,3
cognitive,3
collar,3
colony,3
colored,3
column,3
combination,3
combine,3
comedian,3
comedy,3
comfort,3
coming,3
commander,3
comment,3
commerce,3
commercial,3
committee,3
communication,3
communist,3
companion,3
comparative,3
comparison,3
compensate,3
compete,3
competition,3
competitive,3
competitor,3
complaint,3
complicate,3
compliment,3
component,3
compose,3
composer,3
composition,3
comprehension,3
concentration,3
concerning,3
concert,3
conclusion,3
concrete,3
condemn,3
condition,3
conductor,3
cone,3
confess,3
confidence,3
confine,3
confront,3
confrontation,3
confusion,3
congratulate,3
congress,3
conjunction,3
connect,3
connection,3
conquer,3
conscience,3
conscious,3
consensus,3
consent,3
conservative,3
considerable,3
considerate,3
consideration,3
consistent,3
consonant,3
constant,3
constitution,3
constrain,3
construction,3
constructive,3
consultant,3
consumer,3
container,3
contemporary,3
content,3
contest,3
continent,3
continental,3
continual,3
continuous,3
contribute,3
controller,3
convene,3
convention,3
conventional,3
converse,3
convert,3
cooker,3
cooperate,3
cooperation,3
cooperative,3
coordinate,3
cope,3
copper,3
copyright,3
cord,3
core,3
corporate,3
corporation,3
correspond,3
correspondent,3
corridor,3
costly,3
costume,3
cottage,3
council,3
counter,3
courageous,3
courteous,3
courtesy,3
coward,3
cowboy,3
crack,3
cradle,3
craft,3
cram,3
crane,3
crash,3
crawl,3
creation,3
creative,3
creator,3
creature,3
creep,3
crew,3
cricket,3
criminal,3
cripple,3
crisp,3
crispy,3
criterion,3
critical,3
criticize,3
crossroad,3
crown,3
crush,3
crutch,3
crystal,3
cub,3
cucumber,3
cue,3
cultivate,3
cunning,3
cupboard,3
curiosity,3
curl,3
curse,3
cushion,3
customs,3
cyclist,3
dairy,3
dam,3
damn,3
damp,3
dare,3
darling,3
dash,3
database,3
daylight,3
deadline,3
decade,3
decay,3
deceive,3
deck,3
declaration,3
declare,3
decoration,3
deduce,3
deed,3
defeat,3
defend,3
defense,3
defensive,3
defiance,3
deficit,3
definite,3
definition,3
delegate,3
delete,3
delightful,3
delivery,3
demand,3
demanding,3
democrat,3
demonstration,3
dense,3
departure,3
dependable,3
dependant,3
dependent,3
deposit,3
depression,3
depth,3
deputy,3
description,3
deserve,3
designer,3
desirable,3
despair,3
desperate,3
destination,3
destroy,3
destruction,3
destructive,3
detail,3
detailed,3
detect,3
detective,3
detergent,3
determination,3
development,3
device,3
devil,3
devise,3
devote,3
devoted,3
devotion,3
dialect,3
dialog,3
dictate,3
dictation,3
differ,3
digest,3
digestion,3
digit,3
digital,3
dignity,3
diligence,3
dim,3
dime,3
dine,3
dip,3
diploma,3
dirt,3
disability,3
disabled,3
disadvantage,3
disadvantaged,3
disagree,3
disappoint,3
disappointment,3
disapproval,3
disbelief,3
discard,3
discipline,3
discomfort,3
disconnect,3
discount,3
discourage,3
discovery,3
disease,3
disguise,3
disgust,3
disk,3
dislike,3
dismiss,3
disorder,3
dispute,3
dissatisfaction,3
dissolve,3
distant,3
distinguish,3
distinguished,3
distribution,3
district,3
distrust,3
disturb,3
disturbance,3
ditch,3
dive,3
divine,3
divorce,3
dock,3
document,3
dominant,3
dominate,3
donate,3
dorm,3
dormitory,3
dose,3
downward,3
doze,3
drag,3
dragonfly,3
dramatic,3
draught,3
dread,3
dressed,3
drill,3
drip,3
drought,3
drown,3
drowsy,3
drunk,3
duckling,3
due,3
dull,3
dump,3
durable,3
duration,3
dusk,3
dust,3
dusty,3
dye,3
dynamic,3
dynasty,3
eager,3
earnest,3
earnings,3
earring,3
earthquake,3
ease,3
echo,3
economical,3
economics,3
economist,3
edible,3
edition,3
editor,3
editorial,3
educate,3
educational,3
efficiency,3
efficient,3
elaborate,3
elastic,3
elbow,3
elderly,3
electricity,3
electronic,3
electronics,3
elegant,3
elevator,3
eliminate,3
elsewhere,3
embassy,3
emergency,3
emotional,3
emperor,3
emphasis,3
empire,3
employee,3
employer,3
employment,3
enclose,3
encouragement,3
endanger,3
ending,3
endurance,3
endure,3
engage,3
engineering,3
enjoyable,3
enjoyment,3
enlarge,3
enlargement,3
enquire,3
enquiry,3
enroll,3
ensure,3
enterprise,3
entertain,3
entertainer,3
entertainment,3
enthusiasm,3
enthusiastic,3
entitle,3
entry,3
envious,3
equality,3
equip,3
equipment,3
era,3
erase,3
erect,3
errand,3
escalator,3
escape,3
essay,3
essential,3
essentially,3
etc,3
ethnic,3
evaluation,3
eventual,3
everyday,3
exactly,3
exaggerate,3
exaggeration,3
examination,3
examiner,3
excellence,3
exception,3
exceptional,3
exchange,3
excitement,3
exclaim,3
exclude,3
excursion,3
executive,3
exhaust,3
exhibit,3
exhibition,3
existence,3
expansion,3
expectation,3
expense,3
experiment,3
experimental,3
explanation,3
explode,3
exploit,3
explore,3
explorer,3
explosion,3
explosive,3
exposure,3
expression,3
extend,3
extension,3
extensive,3
extent,3
extinct,3
extraordinary,3
extreme,3
eyebrow,3
eyesight,3
fable,3
facial,3
facility,3
fairly,3
familiar,3
fare,3
farming,3
fascinate,3
fascination,3
fasten,3
fatal,3
fate,3
faulty,3
favorable,3
fax,3
feast,3
feather,3
feedback,3
ferry,3
fertile,3
fertilizer,3
fetch,3
fiction,3
fierce,3
fighter,3
file,3
financial,3
fireplace,3
firework,3
fist,3
flame,3
flash,3
flatter,3
flavor,3
flea,3
flee,3
flesh,3
float,3
flock,3
flood,3
flooding,3
fluency,3
fluent,3
flunk,3
foggy,3
fold,3
follower,3
fond,3
forbid,3
forecast,3
forehead,3
foresee,3
forever,3
forgetful,3
formation,3
fort,3
forth,3
fortunate,3
fortune,3
found,3
foundation,3
founder,3
fountain,3
fragrance,3
frame,3
framework,3
freeway,3
freeze,3
freezing,3
frequency,3
frequent,3
freshman,3
fridge,3
fright,3
frost,3
frosty,3
frown,3
frozen,3
frustrate,3
fuel,3
fulfill,3
full-time,3
fully,3
fund,3
funeral,3
fur,3
furious,3
furnish,3
fury,3
gallery,3
gallon,3
gamble,3
gambler,3
gang,3
gangster,3
gap,3
gasolinegas,3
gay,3
gaze,3
gear,3
gene,3
generosity,3
genuine,3
gigantic,3
giggle,3
ginger,3
giraffe,3
girlfriend,3
glacier,3
glance,3
glide,3
glimpse,3
global,3
globe,3
glorious,3
glory,3
glow,3
goddess,3
goodness,3
goods,3
gossip,3
govern,3
governor,3
grace,3
gradual,3
grain,3
grammatical,3
grandchild,3
grandparent,3
grapefruit,3
graph,3
grasp,3
grateful,3
grave,3
grease,3
greasy,3
greatly,3
greenhouse,3
greeting,3
grief,3
grieve,3
grin,3
grind,3
grocery,3
groom,3
grown-up,3
guarantee,3
guardian,3
guidance,3
guilt,3
guilty,3
gulf,3
gull,3
gum,3
habitual,3
hairdresser,3
halfway,3
hallway,3
halt,3
handbag,3
handful,3
handicap,3
handwriting,3
handy,3
harbor,3
harden,3
hardship,3
hardware,3
hardworking,3
harm,3
harmful,3
harmony,3
harsh,3
harvest,3
hassle,3
hatch,3
hatred,3
haul,3
haunt,3
hawk,3
hazard,3
headline,3
headmaster,3
headphones,3
headsets,3
heap,3
heartbreak,3
heaven,3
heavenly,3
heel,3
hell,3
herd,3
hesitate,3
hesitation,3
hidden,3
high-rise,3
highly,3
hijack,3
hijacker,3
hiker,3
hint,3
historian,3
historic,3
historical,3
hive,3
hollow,3
holy,3
homeland,3
honestly,3
honeymoon,3
honor,3
honorable,3
hook,3
hopeful,3
hopefully,3
horizon,3
horn,3
horrify,3
horror,3
hose,3
hostage,3
hostel,3
hourly,3
household,3
housekeeper,3
housewife,3
housework,3
housing,3
hug,3
hum,3
humidity,3
iceberg,3
icy,3
ideal,3
identical,3
identification,3
identity,3
idiom,3
idle,3
idol,3
illness,3
illustrate,3
illustration,3
imaginable,3
imaginary,3
imagination,3
imaginative,3
imitate,3
imitation,3
immediate,3
immediately,3
immigrant,3
immigrate,3
immigration,3
imperial,3
impersonal,3
implication,3
imply,3
impress,3
impression,3
impressive,3
improvement,3
increasingly,3
incredible,3
indeed,3
independence,3
india,3
indication,3
indoor,3
indoors,3
industrial,3
industrialize,3
inevitable,3
infant,3
infect,3
infection,3
infer,3
inference,3
inferior,3
influential,3
inform,3
informal,3
informed,3
inhabitant,3
inherit,3
initial,3
inject,3
injection,3
inn,3
inner,3
innocence,3
innocent,3
inquire,3
inquiry,3
insert,3
inspect,3
inspector,3
inspiration,3
install,3
instance,3
instead,3
instinct,3
institution,3
instruction,3
instructor,3
insult,3
insurance,3
intellectual,3
intend,3
intense,3
intensify,3
intensive,3
intention,3
interact,3
interfere,3
interference,3
intermediate,3
interpreter,3
intimacy,3
intonation,3
intrigue,3
intruder,3
invade,3
invention,3
inventor,3
investigate,3
investment,3
investor,3
invisible,3
isolate,3
isolation,3
jail,3
jar,3
jaw,3
jealousy,3
jewel,3
jewellery,3
jingle,3
jolly,3
journey,3
joyful,3
judgement,3
judgment,3
juicy,3
jungle,3
junk,3
jury,3
justice,3
justify,3
keen,3
keeper,3
kettle,3
keyboard,3
kidnap,3
kidney,3
kindly,3
kindness,3
kit,3
kneel,3
knight,3
knit,3
knob,3
knot,3
knowledgeable,3
lab,3
label,3
laboratory,3
lace,3
ladder,3
lag,3
landlady,3
landlord,3
landmark,3
landscape,3
landslide,3
largely,3
laser,3
lately,3
latitude,3
latter,3
laughter,3
launch,3
laundry,3
lavatory,3
lawful,3
layer,3
leading,3
leaflet,3
leak,3
leap,3
learned,3
learner,3
leather,3
lecturer,3
legend,3
legendary,3
leisure,3
leisurely,3
lemonade,3
lengthen,3
lens,3
leopard,3
liar,3
liberate,3
liberty,3
librarian,3
license,3
lifestyle,3
lifetime,3
lighten,3
lily,3
limb,3
limitation,3
linen,3
link,3
lipstick,3
listener,3
literal,3
literature,3
litter,3
lively,3
liver,3
load,3
loan,3
lobby,3
lobster,3
locate,3
location,3
locker,3
log,3
logical,3
loneliness,3
long-standing,3
long-term,3
loop,3
loose,3
loosen,3
lord,3
lorry,3
lotion,3
loudspeaker,3
lousy,3
lower,3
loyal,3
loyalty,3
luggage,3
lullaby,3
lunar,3
lung,3
luxurious,3
luxury,3
lychee,3
machinery,3
madam,3
magical,3
magnet,3
magnetic,3
magnificent,3
maid,3
majestic,3
maker,3
man-made,3
manage,3
manageable,3
management,3
manipulate,3
mankind,3
mankindhumankind,3
mansion,3
manual,3
manufacture,3
manuscript,3
marble,3
masterpiece,3
mate,3
mathematical,3
mature,3
maturity,3
mayor,3
meadow,3
meaningful,3
meantime,3
meanwhile,3
measurable,3
mechanical,3
medal,3
media,3
melody,3
melt,3
membership,3
memorable,3
memorandum,3
memorial,3
memorize,3
mend,3
mention,3
merchant,3
mercy,3
mere,3
merit,3
mermaid,3
merry,3
mess,3
messenger,3
messy,3
metro,3
microphone,3
microscope,3
midday,3
middle-aged,3
midst,3
mighty,3
mike,3
milestone,3
milkshake,3
mine,3
miner,3
mingle,3
miniature,3
minimal,3
minor,3
minority,3
miracle,3
mischief,3
miserable,3
misery,3
misfortune,3
mislead,3
missile,3
mission,3
mist,3
mister,3
mistress,3
misunderstand,3
mixture,3
mob,3
mobile,3
moderate,3
modest,3
modesty,3
moist,3
moisture,3
monk,3
monument,3
mood,3
moonlight,3
moral,3
moreover,3
mortgage,3
motel,3
moth,3
motive,3
mountainous,3
mournful,3
moustache,3
movable,3
mrmister,3
muddy,3
murder,3
muscle,3
mustache,3
mutual,3
mysterious,3
mystery,3
naked,3
namely,3
nap,3
nasty,3
nationality,3
native,3
naturalist,3
naval,3
navy,3
neat,3
necessarily,3
necessity,3
needy,3
neglect,3
negotiate,3
negotiation,3
neighborhood,3
nerve,3
net,3
newcomer,3
newscaster,3
nickname,3
nightmare,3
noble,3
nonsense,3
nonstop,3
northeast,3
northwest,3
noticeable,3
notorious,3
nourish,3
novice,3
nowadays,3
nude,3
numerous,3
nun,3
nursery,3
nursing,3
nut,3
nutrient,3
nutrition,3
nylon,3
oak,3
obedient,3
objection,3
observation,3
observe,3
obstacle,3
occasion,3
occasional,3
occupation,3
offend,3
offense,3
offensive,3
oh,3
olympic,3
one-sided,3
oneself,3
onto,3
opener,3
opening,3
opera,3
operator,3
opponent,3
oppose,3
opposite,3
opposition,3
optimism,3
optional,3
oral,3
orbit,3
orchestra,3
orderly,3
organ,3
organic,3
orient,3
origin,3
original,3
orphan,3
orphanage,3
otherwise,3
ought,3
ounce,3
outcome,3
outdoor,3
outdoors,3
outer,3
outline,3
outstanding,3
outward,3
oval,3
overcoat,3
overcome,3
overflow,3
overhead,3
overlook,3
overnight,3
overtake,3
overthrow,3
overweight,3
owe,3
owl,3
ownership,3
oxygen,3
pace,3
pacific,3
packet,3
pad,3
pal,3
palace,3
palm,3
pancake,3
panic,3
parachute,3
parade,3
paradise,3
paragraph,3
parallel,3
parcel,3
parliament,3
part-time,3
participle,3
particularly,3
partly,3
partner,3
partnership,3
passage,3
passive,3
passport,3
password,3
pasta,3
patience,3
patriotic,3
pave,3
paw,3
payment,3
pea,3
peak,3
peanut,3
pearl,3
peasant,3
pebble,3
peculiar,3
pedal,3
peel,3
peep,3
peer,3
penalty,3
penguin,3
penny,3
per,3
perfection,3
perform,3
performance,3
performer,3
perfume,3
permanent,3
permission,3
permit,3
personality,3
persuade,3
persuasion,3
persuasive,3
pessimistic,3
pest,3
petal,3
petrol,3
philosopher,3
physical,3
physician,3
physicist,3
pickup,3
pier,3
pine,3
pioneer,3
pirate,3
pit,3
pitch,3
pity,3
plastic,3
plentiful,3
plenty,3
plot,3
plug,3
plum,3
plumber,3
plural,3
poet,3
poetry,3
poisonous,3
pole,3
polish,3
political,3
politician,3
politics,3
poll,3
pony,3
port,3
portable,3
porter,3
portion,3
portrait,3
portray,3
postal,3
postpone,3
pottery,3
pour,3
powerless,3
prayer,3
precaution,3
precede,3
prediction,3
preferable,3
pregnancy,3
pregnant,3
preparation,3
presence,3
presentation,3
presently,3
preserve,3
presidential,3
pressure,3
pretend,3
prevent,3
prevention,3
preview,3
pride,3
primitive,3
privacy,3
privilege,3
probable,3
procedure,3
producer,3
profession,3
proficiency,3
profit,3
progressive,3
prominent,3
promising,3
promotion,3
prompt,3
proof,3
proper,3
property,3
proportion,3
prose,3
prosecution,3
prospect,3
prosper,3
prosperity,3
prosperous,3
protective,3
protein,3
protest,3
proverb,3
province,3
psychologist,3
pub,3
publication,3
publicity,3
publish,3
publisher,3
pudding,3
punch,3
punctual,3
punishment,3
pupil,3
puppet,3
pure,3
pursuit,3
qualification,3
qualified,3
qualify,3
quarrel,3
queer,3
queue,3
quilt,3
quote,3
racial,3
radar,3
radiation,3
radical,3
rag,3
rage,3
railway,3
rainfall,3
raisin,3
rank,3
rarely,3
rate,3
ratify,3
ray,3
react,3
reaction,3
reader,3
readily,3
reading,3
realistic,3
reality,3
rear,3
reasonable,3
rebel,3
rebuild,3
recall,3
receipt,3
receiver,3
reception,3
recession,3
recognition,3
recognize,3
recommend,3
recorder,3
recovery,3
recreation,3
reduce,3
reduction,3
refer,3
reference,3
reflect,3
reflection,3
reform,3
refresh,3
refugee,3
refusal,3
regarding,3
regardless,3
register,3
registration,3
regulation,3
rehearsal,3
rehearse,3
reinforce,3
relate,3
related,3
relationship,3
relatively,3
relax,3
reliability,3
reliable,3
reliant,3
religion,3
religious,3
rely,3
remain,3
remark,3
remarkable,3
remedy,3
reminder,3
remote,3
remove,3
renew,3
repeatedly,3
repetition,3
replace,3
represent,3
representation,3
representative,3
republican,3
reputation,3
request,3
requirement,3
rescue,3
researcher,3
resemble,3
reservation,3
reserve,3
residence,3
resident,3
resign,3
resignation,3
resist,3
resistance,3
resistant,3
response,3
responsibility,3
restless,3
restore,3
restriction,3
retire,3
retreat,3
reunite,3
revision,3
revolt,3
reward,3
rewrite,3
rhetoric,3
rhyme,3
rhythm,3
riches,3
rider,3
rim,3
ripe,3
risk,3
rival,3
roar,3
roast,3
robber,3
robbery,3
robe,3
rocket,3
rod,3
romance,3
romantic,3
rooster,3
rot,3
rotten,3
rough,3
roughly,3
route,3
routine,3
rubbish,3
rug,3
rumor,3
runner,3
running,3
rural,3
rust,3
rusty,3
sack,3
sacrifice,3
sadden,3
sake,3
salary,3
salty,3
salute,3
sanction,3
satellite,3
sauce,3
saving,3
saw,3
saying,3
scales,3
scan,3
scar,3
scarcely,3
scare,3
scary,3
scenario,3
scenery,3
schedule,3
scholar,3
scholarship,3
schoolmate,3
scientific,3
scissors,3
scold,3
scoop,3
scout,3
scratch,3
scream,3
screw,3
scrub,3
sculpture,3
seafood,3
seagull,3
seal,3
seaside,3
second-hand,3
secondary,3
security,3
seize,3
selection,3
self,3
sensible,3
sensitive,3
sentence,3
separation,3
sequence,3
session,3
settle,3
settlement,3
settler,3
setup,3
severe,3
sex,3
sexual,3
sexy,3
shabby,3
shady,3
shame,3
shampoo,3
sharpen,3
shed,3
shell,3
shelter,3
shepherd,3
shift,3
shining,3
shiny,3
shopkeeper,3
short-sighted,3
short-term,3
shortage,3
shortcoming,3
shortcut,3
shorten,3
shortly,3
shorts,3
shovel,3
shrink,3
shrug,3
shuttle,3
sickness,3
sigh,3
sightseeing,3
signal,3
signature,3
significance,3
silk,3
similarity,3
simplify,3
sin,3
singular,3
sip,3
situation,3
skip,3
skyscraper,3
slash,3
slaughter,3
slave,3
slippery,3
slogan,3
slope,3
smog,3
smoky,3
smooth,3
snap,3
sneak,3
sneeze,3
snowman,3
sob,3
sociable,3
socket,3
softball,3
software,3
soil,3
solar,3
solid,3
somehow,3
sometime,3
somewhat,3
sorrow,3
south-east,3
south-west,3
souvenir,3
sow,3
soybean,3
spacecraft,3
spacecraftspaceship,3
spaceship,3
spade,3
spare,3
spark,3
sparkle,3
specialize,3
specialized,3
species,3
specify,3
spectator,3
spice,3
spicy,3
spill,3
spin,3
spinach,3
spiritual,3
spit,3
spite,3
splash,3
splendid,3
split,3
spoil,3
sponsor,3
sportsmanship,3
sportsperson,3
sportswoman,3
spray,3
sprinkle,3
spy,3
squeeze,3
squirrel,3
stab,3
stadium,3
staff,3
staircase,3
stake,3
stare,3
starvation,3
starve,3
state,3
statement,3
statistics,3
statue,3
status,3
steady,3
steel,3
steer,3
stepfather,3
stepmother,3
stereo,3
sticky,3
stiff,3
stimulate,3
stimulus,3
sting,3
stocking,3
stool,3
storey,3
storyteller,3
strength,3
strengthen,3
stretch,3
strict,3
string,3
strip,3
strive,3
stroke,3
stubborn,3
studio,3
stuff,3
submarine,3
substance,3
subtract,3
suburb,3
suck,3
suffering,3
suicide,3
suitable,3
suitcase,3
summarize,3
summit,3
sunbathe,3
sunlight,3
sunrise,3
sunset,3
superb,3
superior,3
supervision,3
supervisor,3
supporter,3
suppose,3
supreme,3
surely,3
surgeon,3
surgery,3
surrender,3
surround,3
surroundings,3
survival,3
survivor,3
suspect,3
suspend,3
suspension,3
suspicion,3
suspicious,3
swear,3
sweat,3
swell,3
swift,3
switch,3
sword,3
syllable,3
symbolize,3
sympathetic,3
sympathize,3
sympathy,3
symphony,3
symptom,3
syrup,3
systematic,3
tablecloth,3
tablet,3
tack,3
tag,3
tailor,3
tame,3
task,3
tasty,3
tax,3
tease,3
technological,3
teen,3
teenage,3
telegraph,3
televise,3
tempo,3
temporary,3
tenant,3
tend,3
tendency,3
tender,3
tense,3
tension,3
terminal,3
terrify,3
territory,3
terror,3
thankful,3
theft,3
theirs,3
theme,3
therapy,3
thinking,3
thirst,3
thorough,3
thoughtful,3
thread,3
threat,3
threaten,3
thunderstorm,3
tickle,3
tide,3
tight,3
tighten,3
timber,3
timetable,3
timid,3
tin,3
tiptoe,3
tire,3
tiresome,3
tissue,3
tolerance,3
tolerant,3
tolerate,3
tomb,3
ton,3
tone,3
toothpaste,3
torch,3
tornado,3
tortoise,3
toss,3
tough,3
tourism,3
tourist,3
tow,3
trademark,3
trader,3
tragedy,3
tragic,3
trail,3
training,3
translate,3
translation,3
translator,3
transplant,3
traveler,3
traveling,3
tray,3
treaty,3
tremble,3
tremendous,3
tribe,3
tribute,3
trifle,3
trigger,3
triumph,3
tropical,3
truthful,3
tube,3
tulip,3
tumble,3
tune,3
tutor,3
twig,3
twin,3
twinkle,3
twist,3
typewriter,3
typical,3
typist,3
underground,3
underlying,3
understanding,3
underwater,3
underweight,3
unexpected,3
union,3
unite,3
unity,3
universal,3
unknown,3
unless,3
unlike,3
untouched,3
unusual,3
upset,3
upward,3
urban,3
urge,3
urgent,3
usage,3
useless,3
utter,3
vacant,3
vague,3
vain,3
valid,3
van,3
vanish,3
vapor,3
variety,3
various,3
vase,3
vast,3
vegetarian,3
vehicle,3
vein,3
velvet,3
verse,3
via,3
viable,3
vibrate,3
vigorous,3
violate,3
violation,3
violence,3
violent,3
violet,3
violinist,3
virgin,3
virtue,3
virus,3
visible,3
vision,3
visual,3
vital,3
vitamin,3
vivid,3
volcano,3
volume,3
voluntary,3
volunteer,3
vowel,3
voyage,3
wage,3
wagon,3
waltz,3
wander,3
wardrobe,3
warfare,3
warmth,3
warn,3
warning,3
warship,3
washing,3
watchman,3
wealth,3
weave,3
web,3
website,3
weed,3
weep,3
weigh,3
well-known,3
westerner,3
wheat,3
whenever,3
wherever,3
whichever,3
whip,3
whisper,3
whistle,3
whoever,3
whomever,3
wicked,3
widespread,3
wilderness,3
wildlife,3
wildly,3
willow,3
wink,3
wipe,3
wire,3
wisdom,3
wit,3
witch,3
witness,3
wizard,3
working,3
workshop,3
worldwide,3
worm,3
worn,3
worthless,3
worthwhile,3
worthy,3
wow,3
wrap,3
wrapping,3
wreck,3
wrinkle,3
writing,3
written,3
x-ray,3
yawn,3
yell,3
yoghurt,3
yogurt,3
yolk,3
youngster,3
youthful,3
zipper,3
zone,3
abstract,4
access,4
acclaim,4
accuracy,4
accusation,4
accustom,4
acknowledgement,4
adequate,4
adv,4
affectionate,4
agenda,4
airplaneplane,4
annual,4
antique,4
anybodyanyone,4
apparent,4
approximate,4
audit,4
authorize,4
calculation,4
capsule,4
civil,4
code,4
commit,4
commitment,4
communicate,4
comprehensive,4
comprise,4
compromise,4
compulsory,4
computerize,4
concentrate,4
concession,4
confer,4
conference,4
contrast,4
controversial,4
cube,4
curb,4
curfew,4
currency,4
cycle,4
debate,4
definitive,4
depict,4
deploy,4
despite,4
dimension,4
diminish,4
directive,4
directory,4
disciplinary,4
domestic,4
draft,4
eligible,4
emerge,4
erroneous,4
error,4
ethics,4
everyoneeverybody,4
fleet,4
fluid,4
fundamental,4
goal,4
graze,4
greed,4
greetings,4
healthful,4
hearty,4
hence,4
hover,4
hunch,4
hygiene,4
hypothesis,4
implement,4
impose,4
indifference,4
indifferent,4
induce,4
indulge,4
infectious,4
inhabit,4
integrate,4
internal,4
invasion,4
investigation,4
involvement,4
laboratorylab,4
lawsuit,4
